POINT_X,POINT_Y,SLOPE,TWI,ASPECT,ECA_SHALLOW,NDVI,CWSI
209913.9069,626300.9189,4.0824,6.8271,241,34.1914,0.3114,NA
209907.4327,626301.0733,4.108,6.7742000000000004,241,36.6251,0.4717,1.1056
209901.3028,626301.0232,2.9324,7.3779,256,37.3269,0.4814,1.1048
209895.5504,626300.6968,2.1634,8.3959,275,38.018,0.4221,NA
209965.3687,626300.2535,6.2434,4.8231,218,22.7205,0.4593,1.0202
209952.799,626300.2815,6.683,5.5191,232,20.5135,0.4408,NA
209946.5981,626300.3268,6.4421,5.8058,234,22.5742,0.4298,0.5586
209940.5871,626300.1775,5.8302,6.3209,236,25.177,0.4425,0.6144
209934.2201,626300.1175,4.9487,6.6342,240,26.6552,0.4355,NA
209927.4986,626300.319,3.1819,7.1927,247,27.8462,0.4458,NA
209928.8534,626299.5835,3.5198,7.2102,248,27.8164,0.446,1.111
209915.2622,626300.1831,3.968,6.865,243,33.5191,0.36870000000000003,NA
209908.7937,626300.3345,3.9793,6.9807,241,36.4678,0.4269,1.2671
209902.6425,626300.2959,3.2166,7.3498,250,37.5391,0.4427,NA
209903.9822,626299.5687,3.0847,7.5544,252,37.7372,0.4279,NA
209896.8975,626299.9655,2.1295,8.3282,273,37.9323,0.4571,NA
209941.9279,626299.4496,5.6502,6.2815,240,25.0757,0.4343,0.7841
209916.6176,626299.4472,3.9272,6.9069,243,32.7696,0.2916,2.6902
209935.5407,626299.4006,4.9009,6.7479,240,26.8773,0.4839,NA
209923.1932,626299.3491,3.2633,7.0693,247,29.5222,0.3579,NA
209898.2446,626299.2343,2.1943,8.5133,271,37.9845,0.373,1.7008
209961.7667,626298.7868,6.6212,4.9335,218,21.2654,0.3729,1.5824
209955.4734,626298.8297,6.6804,5.0692,233,20.2772,0.4597,1.3825
209949.305,626298.8575,6.1584,5.822,234,21.719,0.4378,1.2741
209943.2686,626298.7217,5.5299,6.2039,241,24.8284,0.4752,NA
209936.8613,626298.6837,4.6681,6.8774,244,27.2249,0.3352,1.4666
209930.2081,626298.8482,3.6595,7.1288,251,27.9273,0.4414,NA
209924.54,626298.6178,3.2412,7.2649,245,29.1126,0.4032,1.9243
209911.5158,626298.8568,3.8195,7.009,245,36.0398,0.3634,2.6113
209905.3218,626298.8414,3.2474,7.441,252,37.9015,0.4337,NA
209899.5916,626298.5029,2.3486,8.4996,271,38.1955,0.3893,NA
209893.3998,626298.3941,2.0917,8.8098,277,39.0426,0.4705,NA
209970.6683,626297.3766,6.312,4.8483,221,23.2418,0.4103,NA
209963.079,626298.0744,6.5713,4.9698,217,21.5638,0.5144,NA
209964.3913,626297.362,6.5774,5.0528,218,21.678,0.4993,NA
209956.8105,626298.1039,6.5604,4.9896,228,20.2834,0.4126,NA
209958.1477,626297.3779,6.6028,5.0822,225,20.3,0.5184,0.9517
209950.6583,626298.1228,5.9903,5.7391,237,21.5795,0.4264,NA
209938.1819,626297.9667,4.502,6.79,249,27.3814,0.353,NA
209931.5628,626298.1127,3.8281,7.1526,253,28.1987,0.4082,NA
209925.8869,626297.8867,3.2004,7.321,246,28.8622,0.4394,NA
209919.3284,626297.9756,3.7606,6.968,244,31.6753,0.387,1.2461
209912.8768,626298.1179,3.7573,7.0482,245,35.4484,0.5314,NA
209914.2378,626297.3791,3.9497,7.1093,244,34.7098,0.4389,NA
209900.9386,626297.7716,2.3539,8.5598,274,38.4545,0.3659,1.5131
209894.7618,626297.6547,2.115,8.7643,278,38.9482,0.4474,NA
209945.9502,626297.266,5.3729,6.1471,239,24.3579,0.43120000000000003,NA
209971.9932,626296.6572,6.3607,4.8522,221,23.3317,0.4341,0.8455
209953.3651,626296.6534,5.9319,5.5137,238,20.7185,0.4233,NA
209947.2909,626296.5381,5.3445,6.2222,240,23.7414,0.4891,NA
209940.8231,626296.5329,4.8452,6.5067,250,27.2791,0.3771,NA
209927.2337,626297.1556,3.221,7.425,247,28.7822,0.3826,NA
209928.5808,626296.4244,3.3714,7.4096,250,28.914,0.4146,1.2748
209922.0393,626296.504,3.5001,7.2628,245,30.3503,0.3648,3.0363
209915.5989,626296.6402,3.9246,7.1567,245,34.3864,0.4156,1.2558
209902.2857,626297.0404,2.3109,8.4561,276,38.7759,0.3716,1.7497
209903.6327,626296.3091,2.4255,8.4115,271,39.0875,0.4462,1.3669
209896.1238,626296.9153,2.1215,8.7661,280,39.007,0.4807,1.0114
209897.4858,626296.1759,2.1576,8.7095,280,39.2263,0.4641,NA
209973.3181,626295.9381,6.3165,4.7489,220,23.5302,0.4453,NA
209974.643,626295.2188,6.1361,4.7871,219,23.7232,0.5125,1.4666
209968.328,626295.2249,6.3855,5.2015,221,22.9079,0.4453,0.9992
209960.822,626295.9261,5.7494,5.2325,222,20.7573,0.4489,0.956
209954.7184,626295.9186,5.5275,5.4026,240,20.4382,0.424,0.8586
209942.1436,626295.8161,4.618,6.4149,251,27.3486,0.3781,1.2251
209935.6271,626295.9064,3.9176,7.0841,259,29.1121,0.6854,0.5366
209929.9275,626295.6931,3.6579,7.2897,255,29.0945,0.5273,NA
209923.3947,626295.7683,3.4,7.3939,245,29.8971,0.3555,1.6904
209916.9599,626295.9013,3.8809,7.1208,247,33.508,0.5044,1.2594
209910.6803,626295.9324,3.075,7.4512,254,37.4722,0.3157,NA
209912.02,626295.2052,3.0285,7.5763,254,36.8427,0.422,1.0433
209904.9798,626295.5779,2.4494,8.4308,274,39.3109,0.491,0.9718
209962.1591,626295.2003,5.2672,5.4569,223,21.1707,0.4558,NA
209918.3209,626295.1624,3.7961,7.2648,248,32.6267,0.3678,1.9743
209949.9724,626295.0824,5.1886,5.9085,246,22.3521,0.4036,NA
209943.4643,626295.0991,4.4975,6.4518,249,26.8899,0.4716,1.6291
209975.9679,626294.4996,5.9336,7.22,218,23.7436,0.4088,NA
209969.6403,626294.5125,6.147,7.5115,224,23.0787,0.4366,1.3666
209963.4963,626294.4743,5.4556,8.2553,224,21.4619,0.3988,1.2108
209931.2744,626294.9619,3.7858,8.9558,256,29.4014,0.4487,1.3113
209924.75,626295.0324,3.3548,9.7063,247,29.7992,0.3065,NA
209913.3597,626294.4779,3.3852,9.3421,252,36.0346,0.425,1.1349
209906.3268,626294.8466,2.611,6.5619,272,39.5635,0.4247,0.9509
209900.2098,626294.6972,2.1909,5.1086,280,40.0277,0.3606,NA
209893.4217,626294.9935,2.0163,5.0823,280,40.5983,0.415,NA
209951.3132,626294.3546,5.4203,5.828,246,22.11,0.5259,NA
209944.7849,626294.3821,4.6204,6.4362,248,26.2355,0.472,1.2387
209938.3365,626294.4356,3.9711,6.7675,260,29.5526,0.4381,1.1147
209919.6819,626294.4236,3.7559,7.4237,247,31.8083,0.426,NA
209894.7853,626294.2532,2.1305,9.0731,279,40.7779,0.4641,NA
209907.6739,626294.1152,2.4742,8.18,272,39.5099,0.4346,NA
209977.2928,626293.7803,5.5301,5.1782,217,23.8924,0.5019,NA
209970.9525,626293.8001,5.8077,5.0645,225,23.4926,0.4552,1.1929
209972.2648,626293.0877,5.3809,5.1635,226,23.8858,0.4612,1.5782
209964.8335,626293.7485,5.2593,5.7659,228,21.9311,0.4473,0.891
209958.7785,626293.7146,4.6042,5.8105,233,20.5378,0.4698,NA
209952.654,626293.6267,5.2615,5.712,248,21.5156,0.5345,NA
209946.1055,626293.6653,4.5558,6.3142,249,25.9886,0.4283,1.3047
209939.6912,626293.7001,4.023,6.6328,259,29.482,0.4296,NA
209933.9683,626293.4997,3.9621,6.7915,258,30.166,0.4006,1.9755
209927.4609,626293.5608,3.5194,7.2493,252,29.6705,0.3741,1.7784
209921.043,626293.6847,3.6326,7.5392,248,31.1142,0.4489,NA
209914.6993,626293.7507,3.3612,7.7544,254,35.4796,0.4297,NA
209901.5718,626293.9577,2.2714,8.6853,280,40.5011,0.4594,NA
209902.9339,626293.2183,2.333,8.7176,279,40.9303,0.4254,NA
209896.1491,626293.5129,2.1468,9.2989,278,41.1371,0.4816,0.5862
209978.6176,626293.061,5.3599,5.229,220,24.0185,0.4888,NA
209916.0389,626293.0234,3.4036,7.6964,255,34.5283,0.4489,0.8863
209960.132,626292.9798,4.35,5.8297,232,20.7764,0.4665,0.799
209953.9947,626292.8988,4.929,5.6769,247,21.0919,0.5176,NA
209947.426,626292.9483,4.6337,6.1341,250,25.1018,0.4041,NA
209941.046,626292.9647,3.9257,6.6448,256,28.8561,0.4073,NA
209922.404,626292.9459,3.5002,7.5315,249,30.8851,0.5629,NA
209979.9425,626292.3418,5.253,5.3389,221,24.1092,0.3818,NA
209973.577,626292.3753,5.647,5.3247,225,24.2377,0.4828,1.3851
209961.4853,626292.2451,4.1802,6.0995,233,21.2995,0.4094,1.403
209948.7466,626292.2315,4.7275,6.0073,251,23.9746,0.4507,NA
209942.4007,626292.2292,3.9098,6.6119,255,28.344,0.4455,NA
209935.315,626292.7684,4.0062,6.6624,257,30.4764,0.4045,1.726
209936.662,626292.0372,4.0031,6.6579,257,30.7115,0.4431,1.3023
209928.8162,626292.8249,3.6564,7.1689,256,29.8814,0.4774,NA
209923.765,626292.207,3.4201,7.5147,251,30.3487,0.5647,NA
209917.3786,626292.2962,3.3494,7.7851,258,33.5594,0.6602,NA
209910.368,626292.6527,2.4579,8.5857,265,38.6707,0.4113,NA
209897.5128,626292.7726,2.1557,9.4506,277,41.6418,0.4678,NA
209898.8763,626292.0324,2.1931,9.3078,276,42.2416,0.4105,NA
209911.715,626291.9214,2.5565,8.3159,269,38.4588,0.3467,NA
209981.2675,626291.6226,4.9917,5.4282,224,24.1592,0.4243,1.2832
209974.8893,626291.6629,5.1528,5.5655,227,24.5155,0.4681,NA
209976.2015,626290.9506,4.5895,5.6172,229,24.7731,0.3719,NA
209968.845,626291.5707,4.7871,5.6964,235,23.6542,0.274,3.2818
209962.8387,626291.5104,4.4294,6.1485,235,21.7361,0.4218,0.941
209943.7555,626291.4938,3.9609,6.4976,254,28.126,0.5466,NA
209938.0089,626291.3061,4.0387,6.5626,256,30.7521,0.4009,NA
209931.5271,626291.3533,3.8143,6.6899,256,30.5292,0.2976,2.2755
209925.126,626291.4682,3.4475,7.2661,254,30.1323,0.4822,NA
209918.7183,626291.5689,3.3989,7.6849,256,32.6478,0.6466,NA
209913.0622,626291.1902,2.6796,8.2449,271,37.5719,0.4358,NA
209905.6578,626291.7395,2.2602,9.0764,278,41.5494,0.2973,3.1914
209907.0199,626291.0001,2.222,9.0463,276,41.492,0.4408,NA
209900.2401,626291.292,2.2322,9.5842,276,42.8477,0.4198,NA
209894.1603,626291.2381,2.0005,10.5605,279,43.1359,0.4317,NA
209982.5924,626290.9033,4.8633,5.2363,227,24.2588,0.3957,NA
209970.1822,626290.8447,4.5265,5.6554,237,24.3042,0.2839,1.8533
209964.1921,626290.7757,4.4319,6.0783,239,22.5099,0.4775,0.9624
209951.3878,626290.7976,4.9953,5.791,249,22.8185,0.4519,1.4043
209945.1102,626290.7583,3.9658,6.3771,255,27.2673,0.4319,1.2689
209939.3556,626290.5749,3.9482,6.4926,257,30.5462,0.3709,NA
209932.8826,626290.6175,3.9676,6.5953,254,30.9579,0.4064,1.9308
209901.6037,626290.5516,2.3205,9.7898,274,43.3903,0.4619,1.0043
209895.504,626290.5087,2.0606,10.6634,279,43.6733,0.4515,0.8988
209977.5138,626290.2382,4.2708,5.809,232,24.9475,0.4672,NA
209971.5193,626290.1189,4.2977,5.8505,238,24.8831,0.4146,NA
209965.5454,626290.0409,4.3441,5.9141,241,23.3679,0.4114,1.6575
209952.7084,626290.0807,4.915,5.7773,247,22.1858,0.5971,NA
209927.8481,626289.9905,3.5957,6.8508,254,30.3142,0.4599,1.0699
209914.4092,626290.4589,2.9344,7.9965,267,36.5462,0.3763,NA
209908.3819,626290.2607,2.2215,9.3276,278,41.1543,0.4034,NA
209934.2379,626289.8817,4.0455,6.5771,253,31.3341,0.425,NA
209940.7027,626289.8437,3.9149,6.49,256,30.4242,0.4111,NA
209902.9673,626289.8115,2.3456,9.657,273,43.7732,0.4855,0.9499
209915.7562,626289.7276,2.9158,7.8645,269,35.4616,0.4019,NA
209896.8479,626289.7791,2.1434,10.9089,279,44.3228,0.432,NA
209985.2422,626289.4647,4.6783,5.3374,229,24.2137,0.4154,1.3669
209978.8261,626289.5258,4.3656,5.9239,232,25.1276,0.5042,1.0723
209966.8988,626289.3062,4.2481,6.0081,241,24.2501,0.3952,NA
209922.7295,626289.3671,3.2553,7.2098,256,31.0933,0.4117,NA
209909.7438,626289.5214,2.2514,9.46,279,40.5361,0.4213,NA
209980.1382,626288.8135,4.1473,5.8354,236,25.1711,0.5444,NA
209960.6986,626289.2595,4.0509,6.3887,240,22.1403,0.3871,NA
209947.8196,626289.2874,4.2068,6.1503,255,25.2296,0.4399,1.1577
209942.0495,626289.1126,3.8982,6.3913,254,29.7881,0.4242,1.4845
209929.2091,626289.2515,3.5639,6.7823,254,30.5482,0.4375,0.9141
209917.1033,626288.9963,2.839,7.7682,266,35.0213,0.3972,1.8389
209904.331,626289.0711,2.3491,10.0752,272,43.9183,0.4303,0.9596
209898.1917,626289.0496,2.0843,10.7883,279,45.0002,0.5146,0.9393
209986.5671,626288.7456,4.3058,5.6731,231,24.1824,0.4889,1.1056
209974.1936,626288.6671,4.0812,6.2569,240,25.7349,0.409,2.3479
209968.2522,626288.5715,4.2637,6.2363,241,25.0959,0.4214,NA
209962.0394,626288.5316,4.0855,6.406,241,22.7472,0.4947,NA
209955.3497,626288.6469,4.5107,6.2927,240,21.7306,0.3494,1.3775
209949.1743,626288.552,4.4452,6.1542,253,24.2451,0.4572,1.1331
209930.5702,626288.5126,3.7477,6.6912,253,30.9379,0.4582,NA
209924.069,626288.6398,3.4349,7.075,256,30.8148,0.3295,1.6984
209936.9488,626288.4101,4.2383,6.3741,251,31.5414,0.3569,2.1532
209987.8919,626288.0263,3.8549,5.7069,235,24.2533,0.3693,NA
209981.4505,626288.101,3.8795,5.906,241,25.1472,0.4792,1.3785
209963.3801,626287.8038,4.0684,6.3261,244,23.7267,0.4802,0.9686
209956.6702,626287.93,4.3196,6.4463,241,21.9482,0.4565,0.6508
209950.5292,626287.8165,4.3948,6.1488,251,23.8673,0.5917,0.6828
209943.3965,626288.3812,3.9222,6.3252,253,28.9122,0.4672,1.1589
209931.9312,626287.7738,3.8258,6.6638,252,31.3697,0.4483,NA
209925.4087,626287.9126,3.4211,6.9532,257,30.8449,0.4735,0.9016
209918.4504,626288.2651,2.7415,7.6316,264,33.9999,0.4348,NA
209912.4679,626288.0426,2.455,9.2315,279,39.3111,0.3388,0.8773
209905.6947,626288.3308,2.378,10.4066,274,44.1457,0.3397,NA
209899.5355,626288.3201,2.1306,11.0309,279,45.6801,0.4411,0.8735
209893.5342,626288.2061,2.1393,11.133,298,45.903,0.2042,NA
209944.7432,626287.6501,3.9217,6.3246,253,27.7982,0.4572,NA
209938.3042,626287.6743,4.2408,6.2895,251,31.4594,0.3942,NA
209919.7973,626287.5338,2.8315,7.7554,261,33.119,0.4175,1.3754
209907.0583,626287.5906,2.3631,10.7015,275,43.806,0.4201,NA
209894.8564,626287.4883,2.0482,10.7299,295,46.5619,0.3708,NA
209989.2169,626287.307,3.573,6.1075,245,24.2803,0.4296,1.4365
209982.7628,626287.3886,3.6958,6.1618,247,25.0787,0.5095,0.5817
209984.0751,626286.6763,3.7409,6.4214,246,25.1296,0.4929,NA
209964.7209,626287.0759,4.0354,6.479,247,24.7855,0.4803,0.7599
209951.8838,626287.0811,4.3318,6.3707,249,23.1728,0.6009,NA
209946.0902,626286.9189,4.0209,6.3127,253,27.277,0.3037,NA
209939.6595,626286.9384,4.2902,6.2615,249,31.1031,0.3942,1.3126
209926.7484,626287.1853,3.3374,6.9285,257,30.9099,0.4342,NA
209921.1445,626286.8026,2.9377,7.572,259,32.4362,0.4798,NA
209913.8299,626287.3031,2.4905,9.679,278,38.1883,0.5019,NA
209902.2231,626286.861,2.215,11.1253,282,46.4808,0.4231,0.8594
209990.5418,626286.5878,3.6325,6.0184,245,24.3838,0.3545,NA
209978.2051,626286.4893,3.59,6.6161,247,26.2198,0.2282,2.9774
209972.3124,626286.3674,3.915,6.621,252,26.9499,0.4067,1.9022
209966.0617,626286.348,3.9497,6.7659,250,25.847,0.4657,0.7026
209953.2386,626286.3456,4.2624,6.68,247,22.7804,0.4562,NA
209928.088,626286.4581,3.3012,7.033,257,31.1591,0.4805,0.8289
209991.8667,626285.8685,3.4532,5.8832,250,24.5853,0.4631,NA
209979.5423,626285.7635,3.4845,6.7111,252,26.3413,0.3573,NA
209941.015,626286.2027,4.3376,6.2624,248,30.4651,0.4758,1.1382
209934.6532,626286.2961,3.9317,6.5219,252,31.9846,0.4685,NA
209929.4276,626285.7308,3.3499,7.1542,256,31.5366,0.4137,1.7767
209922.4915,626286.0712,3.051,7.6369,262,32.2912,0.4449,1.0654
209909.7856,626286.1099,2.381,10.8423,282,41.9262,0.2856,NA
209897.5007,626286.0528,2.0903,10.7972,311,47.9513,0.4107,0.8625
209973.6658,626285.6327,3.7237,6.8043,251,27.3212,0.4342,NA
209967.4024,626285.6202,3.9691,6.9397,251,26.6165,0.4148,1.3692
209936.0143,626285.5572,4.0723,6.558,251,32.1395,0.4808,1.039
209948.7838,626285.4566,4.2024,6.5803,249,25.1126,0.3655,NA
209942.3704,626285.4668,4.234,6.3515,248,29.5825,0.3504,NA
209923.8386,626285.34,3.2668,8.0991,263,31.9747,0.4861,0.942
209911.1493,626285.3697,2.4063,10.9676,286,40.8685,0.4081,0.9758
209904.9108,626285.402,2.4572,10.7111,296,46.0944,0.3811,1.0844
209898.8228,626285.3351,2.5869,9.6005,314,48.5721,0.4263,0.6029
209993.1916,626285.1493,3.3711,5.8897,254,24.8422,0.3638,NA
209980.8794,626285.0375,3.4219,6.6974,255,26.2324,0.5066,NA
209975.0191,626284.8979,3.5924,6.8071,254,27.6501,0.4523,NA
209968.7432,626284.8923,3.9667,6.8765,256,27.5523,0.4272,1.2265
209961.9526,626285.0623,3.7611,6.9933,255,24.9025,0.233,1.7469
209955.9479,626284.8747,4.1981,6.9797,251,22.986,0.3992,NA
209950.1308,626284.7253,4.1547,6.821,248,24.2624,0.4696,NA
209937.3754,626284.8184,4.125,6.4813,249,32.0539,0.4609,1.0548
209930.7673,626285.0036,3.3861,7.0414,258,31.8529,0.4242,NA
209925.1856,626284.6087,3.2935,8.8361,262,31.6502,0.5382,0.4379
209917.9159,626285.085,2.3827,10.3907,275,35.4692,0.3289,NA
209912.513,626284.6294,2.3932,10.9809,285,40.4207,0.3933,NA
209906.2545,626284.6725,2.486,10.0583,293,45.6399,0.4773,NA
209900.145,626284.6173,2.5682,8.3113,311,48.3423,0.4389,NA
209893.2563,626284.7926,2.8421,6.675,323,48.507,0.4612,0.8504
209994.5165,626284.43,3.3223,5.8238,255,25.2264,0.3859,NA
209982.2166,626284.3116,3.5215,6.7832,259,26.0783,0.4511,NA
209976.3725,626284.1632,3.4387,6.8545,257,27.7493,0.5492,NA
209970.0839,626284.1644,3.9232,6.8819,258,28.3258,0.4042,1.0568
209963.2732,626284.3454,3.6896,7.069,257,26.1153,0.5197,0.7513
209932.107,626284.2763,3.3342,7.3711,259,32.2744,0.3897,1.2595
209989.324,626283.8267,3.1927,6.264,261,25.0009,0.4637,NA
209951.4777,626283.9942,4.1909,6.9502,247,23.6998,0.4856,NA
209938.7363,626284.0795,4.0467,6.6127,250,31.6951,0.3435,0.9205
209926.5327,626283.8775,3.1094,8.3698,263,31.7803,0.4719,0.73
209920.6399,626283.6062,2.4914,11.0729,276,33.8304,0.4424,NA
209913.8766,626283.8891,2.3901,11.0893,291,39.1953,0.4396,1.0845
209907.5984,626283.943,2.5133,10.3613,297,44.8801,0.4791,NA
209894.5809,626284.0739,3.0527,6.7246,329,49.2158,0.452,NA
209977.7259,626283.4285,3.4086,6.8751,257,27.6986,0.4232,1.7029
209971.4247,626283.4366,3.8145,6.8579,258,28.8983,0.4716,1.2921
209958.6575,626283.4038,4.2045,6.932,252,24.3776,0.4696,1.2216
209990.6362,626283.1143,3.0476,6.2623,261,25.1942,0.4016,NA
209952.8246,626283.263,4.2522,7.0332,248,23.625,0.4638,0.4579
209927.8797,626283.1461,3.1603,9.1442,266,32.0843,0.4,2.5082
209915.2402,626283.1488,2.4134,10.8316,296,37.9876,0.3658,NA
209908.9422,626283.2135,2.5894,9.6593,302,43.8703,0.5139,0.6562
209902.7893,626283.1818,2.7184,8.1902,319,48.3784,0.5271,0.1871
209997.1664,626282.9915,3.3057,5.9017,253,26.1364,0.3205,NA
209991.9485,626282.402,3.0192,6.3574,261,25.5137,0.3431,NA
209984.891,626282.8598,3.5105,6.4999,263,25.9608,0.345,NA
209979.0792,626282.6938,3.4177,6.7881,258,27.5315,0.531,0.4419
209972.7654,626282.7087,3.7133,6.8239,257,29.3526,0.4062,NA
209965.9143,626282.9116,3.7965,7.0347,257,28.2183,0.4199,NA
209960.0123,626282.6683,4.0635,6.9064,255,25.4904,0.4563,NA
209954.1715,626282.5318,4.3623,7.0124,249,23.6349,0.422,1.1272
209947.792,626282.5236,4.1304,7.1099,247,25.788,0.4369,NA
209934.7862,626282.8218,3.4726,7.5646,260,32.7833,0.4085,NA
209929.2269,626282.4149,3.1287,9.8196,272,32.4259,0.4905,NA
209922.0019,626282.8668,2.7883,10.8898,280,33.3663,0.4493,NA
209910.286,626282.4839,2.7262,8.7493,304,43.4274,0.5379,NA
209897.23,626282.6369,3.1823,6.6406,335,50.4229,0.576,NA
209998.4912,626282.2723,3.207,5.8974,256,26.7207,0.36,1.2715
209986.2281,626282.1339,3.4034,6.353,263,25.8862,0.469,0.8369
209967.235,626282.1947,3.9311,6.965,259,29.3323,0.4364,NA
209936.1259,626282.0946,3.402,8.2072,264,32.8728,0.3782,NA
209923.364,626282.1274,2.903,10.9199,287,33.1591,0.4263,NA
209980.4325,626281.9591,3.4719,6.6636,262,27.2927,0.4425,1.245
209961.3669,626281.9329,4.0266,6.9225,254,26.7692,0.4253,0.6489
209898.5545,626281.9183,3.155,7.1704,335,50.7986,0.454,NA
209999.816,626281.553,3.1554,5.9563,258,26.9672,0.3357,NA
209987.5652,626281.408,3.3579,6.4036,262,25.9246,0.4103,NA
209955.5184,626281.8007,4.4286,6.9172,250,24.0359,0.4422,0.8754
209949.1474,626281.7878,4.18,7.1288,247,25.3725,0.4203,1.3925
209942.8194,626281.8629,4.1786,7.1091,251,29.6928,0.3919,2.2097
209937.4655,626281.3673,3.289,8.7155,264,32.667,0.4037,1.3898
209930.5738,626281.6835,3.0745,10.1326,268,32.8621,0.5612,NA
209924.7259,626281.388,2.9854,10.764,295,33.3371,0.4718,NA
209917.9676,626281.6682,2.5772,9.697,301,35.9461,0.4529,0.7136
209911.6299,626281.7543,2.7022,8.0316,304,42.1821,0.526,NA
209893.4474,626281.4701,3.8861,5.465,332,50.7013,0.3883,NA
209975.447,626281.2529,3.5866,6.7764,258,29.599,0.4544,NA
209981.786,626281.2245,3.5325,6.4332,263,27.2935,0.4429,NA
209962.7216,626281.1974,3.8485,7.102,255,27.6807,0.5339,NA
209950.5028,626281.052,4.144,7.3749,250,24.707,0.3793,NA
209944.1804,626281.124,4.054,7.6628,252,28.602,0.4189,1.3215
209919.3312,626280.928,2.6995,9.9263,305,35.7242,0.4927,NA
209912.9737,626281.0248,2.7719,8.3106,309,40.9171,0.4471,NA
209906.7557,626281.0287,2.8113,7.4869,319,46.7369,0.1686,2.9312
210001.141,626280.8338,3.2158,5.8358,259,27.4942,0.4736,0.6433
209995.8852,626280.2648,3.0707,6.2996,265,26.9668,0.3103,NA
209988.9024,626280.6821,3.1428,6.4443,262,26.1047,0.516,NA
209983.1394,626280.4897,3.5729,6.3336,261,27.0369,0.4265,1.018
209976.7878,626280.5252,3.5672,6.5919,260,29.4323,0.4065,NA
209969.8762,626280.7609,3.8185,6.9169,259,30.975,0.2537,3.5525
209964.0764,626280.462,3.9199,7.1371,258,29.0381,0.3583,1.4102
209958.2121,626280.3382,4.395,7.2566,253,25.4793,0.3514,NA
209951.8582,626280.3162,4.0624,7.7811,253,24.3848,0.3702,1.5769
209945.5415,626280.3852,3.9364,8.3645,255,27.5032,0.4515,NA
209938.8051,626280.6401,3.3634,9.4458,261,32.1886,0.3842,NA
209926.0879,626280.6487,2.9065,10.4217,290,33.4987,0.4112,NA
209914.3175,626280.2954,2.7278,7.6746,311,39.7224,0.4907,NA
209908.0778,626280.3109,2.9359,7.1926,321,45.5727,0.4341,NA
209920.695,626280.1876,2.8138,9.6025,307,35.1592,0.4895,1.2618
210002.4658,626280.1145,3.0433,5.7129,259,27.881,0.443,NA
209978.1285,626279.7972,3.5255,6.5353,260,29.4675,0.4415,1.2774
209940.1448,626279.9127,3.2532,9.2595,265,31.4539,0.3313,NA
209927.45,626279.9092,2.9767,10.5622,296,33.829,0.4125,1.5089
209896.1077,626280.0262,3.6071,5.7836,342,51.5444,0.3613,0.9302
210003.7907,626279.3954,2.8682,5.6853,258,28.217,0.3164,1.5315
209991.5767,626279.2303,3.0587,6.3796,265,26.8132,0.3562,2.627
209984.4928,626279.755,3.5671,6.3651,260,26.8515,0.3586,1.6876
209972.5173,626279.3271,3.6568,6.6818,260,31.3079,0.485,1.1659
209965.4311,626279.7266,3.9097,7.012,261,30.3155,0.4074,0.6425
209953.2136,626279.5804,4.0979,8.4452,259,24.452,0.5177,1.037
209934.615,626279.4898,3.1362,10.2162,282,33.7786,0.4156,NA
209922.0586,626279.4474,3.0232,9.1726,306,34.8551,0.455,0.9642
209915.6612,626279.5659,2.7522,7.6576,313,38.673,0.4708,NA
209909.3999,626279.5932,3.1034,6.958,319,45.0336,0.447,0.1009
209902.5282,626279.7626,3.1039,6.9971,331,50.4981,0.5077,NA
209897.4379,626279.3042,3.4905,6.3942,346,51.8279,0.4586,NA
209998.5098,626278.84,2.9914,6.0172,266,28.0851,0.2405,NA
209985.8461,626279.0202,3.5079,6.3927,259,26.7911,0.4428,NA
209979.4693,626279.0695,3.5788,6.3569,259,29.0927,0.4173,NA
209954.569,626278.8446,4.1249,8.1117,259,24.9178,0.3548,NA
209948.2635,626278.9075,3.8379,9.0521,260,26.1364,0.347,1.8783
209935.962,626278.7585,3.0939,7.9756,280,33.7391,0.4725,1.1473
209923.4222,626278.7071,3.0787,6.62,305,34.8002,0.4961,0.837
209917.0051,626278.8363,2.7772,7.0915,311,38.3862,0.4547,1.3438
209910.7221,626278.8754,3.0676,6.1858,318,43.7462,0.5699,0.0887
209903.8528,626279.0441,3.1336,6.2006,331,49.7221,0.4327,NA
209992.9139,626278.5044,3.004,6.1509,267,27.0489,0.4001,1.0063
209987.1995,626278.2856,3.5524,6.2821,261,26.9472,0.4162,NA
209980.8101,626278.3415,3.6288,6.3697,258,28.6769,0.4517,NA
209973.838,626278.6101,3.5848,6.5133,260,31.3744,0.4891,NA
209968.1406,626278.2557,3.734,6.8789,267,32.1376,0.4297,1.0588
209962.2529,626278.1448,4.06,7.6249,263,29.5457,0.3933,0.8979
209955.9244,626278.1087,4.092,8.7422,265,25.4462,0.436,NA
209942.8241,626278.4582,3.4958,9.9764,273,30.0606,0.3908,1.8383
209930.1739,626278.4304,3.0224,10.021,298,34.6805,0.4334,1.554
209918.3489,626278.1068,2.8148,7.7269,311,37.687,0.5033,NA
209912.0443,626278.1577,3.0468,6.4113,320,42.5101,0.4463,1.1085
209905.1773,626278.3256,3.1621,7.0565,332,48.6875,0.4472,0.4539
209898.7682,626278.5822,3.2565,6.5801,345,51.9382,0.4306,NA
209937.3092,626278.0272,3.0454,10.2051,285,33.4263,0.3781,NA
209994.2511,626277.7784,2.9922,5.8607,268,27.6797,0.4014,1.2355
